text,sentiment
bad time,negative
cheif beat the cane top of the tabl wooo and up go the sky sport virtual rugbi point,positive
we wasnt invit to yall get togeth either then and was playin secur and told us to be quiet,negative
_kel_ ehh carnt stand hot weather,negative
arteri tomorrow no more hagen daz for me,neutral
can t beat all time low i soooooo want to go to metro station your cheap shot wont be abl to break bone,negative
i be have a drink with marc while izzi is sleepin woot woot,neutral
i should stop tri to reach,neutral
_dog lucki you it s drizzl again mommi say the puddl are big enough me to swim in so no dog park today,positive
they realli do it is a cri shame,negative
aliv less high feel sometim i hate that feel talk about an exhusband as if he s dead is funni,neutral
http twitpic com vld i don t like this bang i want my hair back,negative
murphi s law sorri that your comput is not cooper when you have lot of work my kid are http tinyurl com km x,negative
stomach cramp sat in bed with a hot water bottl have some hot milk toast i feel like a wi girl again minus the stomach cramp,negative
crawl into my den for the night now,neutral
go to third,neutral
it s cold and cloudi and i have a million load of wash to do,neutral
i wonder whi thumbnail pictur aren t show up on my tweetdeck,negative
cant sleep so tire goodnight mayb,negative
has to be a mac believ me you won t regret it,positive
sneez frequent,neutral
has no peopl skill,neutral
maatt havent spoken to you in age dudee dont forget bout ur aussi fan lool love ya,positive
is suffer from hayfev is drowsi from too much piriton and is head to bed with the air purifi on,negative
new york doll tomorrow night the depot cancel refund avail at point of purchas,neutral
wow that was easi thank you,positive
tell him ill beat him up if he doesnt share,negative
work til,neutral
yeah physic move too appar we ll be report direct to mr hayward,neutral
go on day still no new tattoo,neutral
just woke up happi mommi s day to everyon s mom and grandma,positive
heyi,neutral
just get back into the swing still sore from my surgeri and tire coffe time,negative
hope that migrain doesn t stick around for too long,positive
i am final plug in to listen to flashpoint on http shoutout and have miss the segment about chevron,negative
_cun i got ta go to my cousin s grad parti,positive
good morn have to get readi to go to the hospit and get a cat scan best wish to you,positive
time for mimi s,neutral
go to work it s am,neutral
uff hard to get go today up half the night with year old son,neutral
is also have a lone night wish she could go to audun s so that she doesn t have that bad dream again,neutral
this weekend i start a healthi lifeestyl not diet let s see how it goe will keep ya post on my progress,positive
ohh tell me bout it couldnt stop munch my stock is run low buy more today,neutral
look at my background that s how i want my futur date to be like well if i ever get him,neutral
i m alright thank pal just bore witless bore to hell realli wan na go out somewher,negative
sent twittervill off to appl for review more screenshot etc will be releas later this week,neutral
foooood yummi so whose wash the dish now not me not i rofl,positive
idk i m trap at work all day,negative
quickest way to get a seat to yourself on a london bus current pretend to sneez veri loud about time,neutral
just had some delici sushi from niko niko on vermont and hollywood mm,positive
morn twitt head home had a great sleep over w my bf tennill,positive
done jack in the green today it was good a killer walk up the west hill though listen to will and the peopl,positive
thx for the suggest i don t think it ll be easi to convinc her cold call isn t awe tho,neutral
thank for that twitpic sure made me laugh,positive
morn all just into the offic now,neutral
saw you on snl with your diploma congrat you must be overjoy now i am final go to bed nite,positive
i want him to call,neutral
sigh i m go to bed i just don t feel right anymor,negative
darn i had one and it slip right through my finger,neutral
_bizzl checkin that out right now,neutral
and appar i misplac my ipod the gb,negative
happi star war day,positive
tuesday ani other day long as we still get to watch,neutral
look forward to android be push to the g then,neutral
rp rp rp my crack here s mine i just threw up in my mouth lil bit it s my leg lol,neutral
on my way to get the crate and bella dolc sad cuz is go tto richmond,negative
ciara was great at snl kim you were mention on snl tonight justin t was realli good also,positive
lol that is so charli i miss charli,neutral
girlfriend,neutral
make a list of sic attend,neutral
brooklyn we went hard now back up top but st hajji s yea again http tinyurl com codla http ti http tinyurl com cr hjs,negative
got tire of the kitchen be uninhabit so swept and mop the floor when it dri i ll do the work top,negative
nope i cant figur out how to get the updat on my blackberri i need to go run too,neutral
i doubt it boo you alway leav me behind on your awesom roadtrip,negative
omg i get the coupon from them all the time do you i m obsess with their catalog when it come in the mail,positive
has that sink feel that it s all about to go up brace myself for the comedown,negative
i hate wake up earli but i need to make up my hrs at my pharmaci class sighhh in other news breakfast time,negative
is about to make a nice cup of tea and pop some benadryl long day stay posit twitterbug goodnight,positive
